word,word_count,rank,,
landesbehde,2,6254,,
kriminalpolizei,2,6255,,
waffen-,2,6256,,
stoffe,2,6257,,
untersuchungshaft,2,6258,,
krieges,2,6259,,
privat,2,6260,,
rechtliches,2,6261,,
sachgebieten,2,6262,,
überführung,2,6263,,
produktionsmitteln,2,6264,,
ausfuhr,2,6265,,
forstwirtschaftlicher,2,6266,,
hochsee-,2,6267,,
gewinnung,2,6268,,
futtermittel,2,6269,,
binnenschiffahrt,2,6270,,
landstraßen,2,6271,,
fahrzeugen,2,6272,,
luftreinhaltung,2,6273,,
staatshaftung,2,6274,,
medizinisch,2,6275,,
kstliche,2,6276,,
laufbahnen,2,6277,,
besoldung,2,6278,,
74a,2,6279,,
eingebracht,2,6280,,
wichtigem,2,6281,,
fristverlängerung,2,6282,,
zuleitung,2,6283,,
eilbedftig,2,6284,,
zuleiten,2,6285,,
entsandten,2,6286,,
schlägt,2,6287,,
beschlossenes,2,6288,,
letzter,2,6289,,
eingange,2,6290,,
vorsitzenden,2,6291,,
abgeschlossen,2,6292,,
zurkweisung,2,6293,,
ändert,2,6294,,
friedensregelung,2,6295,,
rechtsverordnung,2,6296,,
spannungsfalles,2,6297,,
einbringung,2,6298,,
erläßt,2,6299,,
gesetzlicher,2,6300,,
inkrafttretens,2,6301,,
ausnahmefällen,2,6302,,
nachgeordneten,2,6303,,
mängel,2,6304,,
einzelweisungen,2,6305,,
bundesaufsicht,2,6306,,
gesetzmäßigkeit,2,6307,,
bundeseigene,2,6308,,
vorschreibt,2,6309,,
unterlagen,2,6310,,
vorbereitungshandlungen,2,6311,,
versicherungsträger,2,6312,,
landesunmittelbare,2,6313,,
selbständige,2,6314,,
grundze,2,6315,,
spannungsfalle,2,6316,,
personalwesens,2,6317,,
luftverkehrsverwaltung,2,6318,,
87e,2,6319,,
hinausgehenden,2,6320,,
wirtschaftsunternehmen,2,6321,,
veräußerung,2,6322,,
verbleibt,2,6323,,
dritte,2,6324,,
flächendeckend,2,6325,,
privatwirtschaftliche,2,6326,,
vorrangigen,2,6327,,
beauftragen,2,6328,,
wasserstraßen,2,6329,,
unmittelbare,2,6330,,
mittelbare,2,6331,,
selbstverwaltungskperschaften,2,6332,,
verwalten,2,6333,,
bedeutsam,2,6334,,
einzelheiten,2,6335,,
bereitstellung,2,6336,,
diesbezlichen,2,6337,,
aufgabenerflung,2,6338,,
vereinbaren,2,6339,,
wahrnimmt,2,6340,,
verwaltungsausgaben,2,6341,,
ix,2,6342,,
bundesorgans,2,6343,,
vereinbarkeit,2,6344,,
enthaltenen,2,6345,,
gesetzeskraft,2,6346,,
vorherige,2,6347,,
bundesgerichtshof,2,6348,,
sachgebiet,2,6349,,
richterwahlausschuß,2,6350,,
einheitlichkeit,2,6351,,
angehige,2,6352,,
gerichtsbarkeit,2,6353,,
festsetzen,2,6354,,
anordnen,2,6355,,
anstellung,2,6356,,
bundesverfassungsgerichte,2,6357,,
landesgesetz,2,6358,,
verfassungsstreitigkeiten,2,6359,,
landesgesetzes,2,6360,,
zweifelhaft,2,6361,,
verfassungsgericht,2,6362,,
fortdauer,2,6363,,
beruhenden,2,6364,,
niemanden,2,6365,,
vorläufig,2,6366,,
festnahme,2,6367,,
einwendungen,2,6368,,
finanzwesen,2,6369,,
gesondert,2,6370,,
entstehende,2,6371,,
haften,2,6372,,
zueinander,2,6373,,
ländergesamtheit,2,6374,,
solidarisch,2,6375,,
gesamtlasten,2,6376,,
anteilig,2,6377,,
gesamtwirtschaftlichen,2,6378,,
gleichgewichts,2,6379,,
außergewöhnlichen,2,6380,,
länderprogramme,2,6381,,
zweckentsprechenden,2,6382,,
mittelverwendung,2,6383,,
bereitgestellt,2,6384,,
verbesserungen,2,6385,,
gesamtstaatlich,2,6386,,
befristete,2,6387,,
bundesgesetzlich,2,6388,,
ertrag,2,6389,,
verbrauchsteuern,2,6390,,
motorisierte,2,6391,,
einmaligen,2,6392,,
lastenausgleichs,2,6393,,
erhobenen,2,6394,,
vermensteuer,2,6395,,
auszugehen,2,6396,,
gleichmäßig,2,6397,,
mehrjährigen,2,6398,,
finanzplanung,2,6399,,
ermitteln,2,6400,,
steuermindereinnahmen,2,6401,,
unberksichtigt,2,6402,,
auferlegt,2,6403,,
finanzzuweisungen,2,6404,,
kurzen,2,6405,,
weiterzuleiten,2,6406,,
hebesätze,2,6407,,
gemeindeanteil,2,6408,,
orts-,2,6409,,
umlage,2,6410,,
gelegt,2,6411,,
gesamtaufkommen,2,6412,,
sonderbelastungen,2,6413,,
steueraufkommen,2,6414,,
finanzbehden,2,6415,,
vereinnahmt,2,6416,,
zerlegung,2,6417,,
zuschläge,2,6418,,
abschläge,2,6419,,
zuweisungen,2,6420,,
finanzbedarfs,2,6421,,
sätzen,2,6422,,
143g,2,6423,,
zufließen,2,6424,,
steuergesetze,2,6425,,
anzuwendende,2,6426,,
finanzgerichtsbarkeit,2,6427,,
voneinander,2,6428,,
rechtsakten,2,6429,,
erfordernissen,2,6430,,
abschwung,2,6431,,
normallage,2,6432,,
35,2,6433,,
verfassungsrechtlichen,2,6434,,
entfallenden,2,6435,,
haushaltsnotlagen,2,6436,,
gemeinsames,2,6437,,
arbeitsweise,2,6438,,
sondervermögen,2,6439,,
zeiträume,2,6440,,
rechnungsjahren,2,6441,,
haushaltsgesetzes,2,6442,,
durchzufren,2,6443,,
beruhende,2,6444,,
wirtschaftsfrung,2,6445,,
vorher,2,6446,,
bundesrechnungshof,2,6447,,
wirtschaftlichkeit,2,6448,,
bgschaften,2,6449,,
gewährleistungen,2,6450,,
kreditaufnahme,2,6451,,
berechnung,2,6452,,
verbinden,2,6453,,
115a,2,6454,,
unabweisbar,2,6455,,
rechtzeitigen,2,6456,,
unerwindliche,2,6457,,
beschlußfähig,2,6458,,
bundesorgane,2,6459,,
außerstande,2,6460,,
begonnen,2,6461,,
abgeben,2,6462,,
hhstens,2,6463,,
115f,2,6464,,
enden,2,6465,,
ergangen,2,6466,,
aufheben,2,6467,,
hierer,2,6468,,
xi,2,6469,,
flhtling,2,6470,,
staatsangehige,2,6471,,
beider,2,6472,,
bundesgesetzlichen,2,6473,,
äußeren,2,6474,,
demselben,2,6475,,
zeitpunkte,2,6476,,
ausgleichsleistungen,2,6477,,
bundesausgleichsamt,2,6478,,
gewalten,2,6479,,
gesetzgebende,2,6480,,
geltungsbereiches,2,6481,,
nummer,2,6482,,
gemeindeverkehrsfinanzierung,2,6483,,
gemeindeverkehrsfinanzierungsgesetzes,2,6484,,
getretene,2,6485,,
wirtschaftsgebietes,2,6486,,
vornahme,2,6487,,
zweifelsfällen,2,6488,,
franzische,2,6489,,
tarifrechtlichen,2,6490,,
geltend,2,6491,,
fachliche,2,6492,,
hinausgehende,2,6493,,
befreiung,2,6494,,
militarismus,2,6495,,
wichtiger,2,6496,,
zweckbestimmung,2,6497,,
unentgeltlich,2,6498,,
vorergehenden,2,6499,,
gebietes,2,6500,,
preußen,2,6501,,
135a,2,6502,,
kriegsbedingten,2,6503,,
erstmalig,2,6504,,
wählbarkeit,2,6505,,
wirtschaftsgebiet,2,6506,,
erlassenen,2,6507,,
1919,2,6508,,
aufgeführten,2,6509,,
religionsgesellschaft,2,6510,,
körperschaft,2,6511,,
landesrechtlichen,2,6512,,
gemeinschaftliche,2,6513,,
abgelöst,2,6514,,
geschützt,2,6515,,
einigungsvertrags,2,6516,,
rechtsform,2,6517,,
postdienst,2,6518,,
finanzierungsanteile,2,6519,,
zweckbindung,2,6520,,
143d,2,6521,,
gesamt,2,6522,,
300,2,6523,,
abbauschritte,2,6524,,
gleichzeitige,2,6525,,
extremen,2,6526,,
letzteren,2,6527,,
umsatzsteueranteil,2,6528,,
143e,2,6529,,
2030,2,6530,,
bundesstaatlichen,2,6531,,
finanzbeziehungen,2,6532,,
verliert,2,6533,,
veröffentlichten,2,6534,,
1983,2,6535,,
demes,2,6536,,
empfehlen,2,6537,,
überlegungen,2,6538,,
vorerst,2,6539,,
jährlicher,2,6540,,
länderfinanzausgleich,2,6541,,
durchschnittliche,2,6542,,
baden-württemberg,2,6543,,
vorab,2,6544,,
erprt,2,6545,,
2205696-0,2,6546,,
2205696-29,2,6547,,
wwwtwittercomafd,2,6548,,
bevodebb,2,6549,,
überweisung,2,6550,,
anschrift,2,6551,,
zugeordnet,2,6552,,
glkes,2,6553,,
bundesgeschäftsstelle,2,6554,,
abkürzungen,2,6555,,
af,2,6556,,
bayerische,2,6557,,
verwaltungsblätter,2,6558,,
bayverfschg,2,6559,,
bayerisches,2,6560,,
bundesdisziplinargesetz,2,6561,,
badenwürttemberg,2,6562,,
död,2,6563,,
menschenrechtskonvention,2,6564,,
entscheidungssammlung,2,6565,,
gköd,2,6566,,
hstr,2,6567,,
nordrheinwestfalen,2,6568,,
verwaltungsrecht,2,6569,,
randnummer,2,6570,,
sg,2,6571,,
stanz,2,6572,,
tvöd,2,6573,,
tarifvertrag,2,6574,,
ztr,2,6575,,
fragestellung,2,6576,,
gutachtenauftrag,2,6577,,
verdächtigter,2,6578,,
verdachtsfällen,2,6579,,
geprüft,2,6580,,
beantwortung,2,6581,,
einschlägigen,2,6582,,
angestellter,2,6583,,
landesämter,2,6584,,
dassdiese,2,6585,,
beides,2,6586,,
imfolgenden,2,6587,,
sodann,2,6588,,
beamtenverhältnisse,2,6589,,
dienstpflichten,2,6590,,
einzelfalls,2,6591,,
beamtentums,2,6592,,
bedeutsamen,2,6593,,
2251975,2,6594,,
nachweise,2,6595,,
lit,2,6596,,
außerdienstlichen,2,6597,,
ruhestandsbeamte,2,6598,,
fraglich,2,6599,,
überhaupt,2,6600,,
öffentlichendienst,2,6601,,
fachlichen,2,6602,,
gewährbieten,2,6603,,
prognostisches,2,6604,,
mangoldtkleinstarck,2,6605,,
1703,2,6606,,
bverwge61,2,6607,,
351,2,6608,,
verantwortliche,2,6609,,
augenblick,2,6610,,
prognose,2,6611,,
wechselnde,2,6612,,
elementen,2,6613,,
eingeladen,2,6614,,
bedenken,2,6615,,
letztgenannten,2,6616,,
gesichtspunkten,2,6617,,
stück,2,6618,,
354,2,6619,,
beamtenverhältnisses,2,6620,,
365,2,6621,,
ausdrückliche,2,6622,,
objektiver,2,6623,,
kritische,2,6624,,
informieren,2,6625,,
ernsten,2,6626,,
folgerungen,2,6627,,
mitarbeitern,2,6628,,
578,2,6629,,
hessbg,2,6630,,
gebotenen,2,6631,,
einzelumstände,2,6632,,
schlüsse,2,6633,,
dargestellten,2,6634,,
einzelfalles,2,6635,,
immanent,2,6636,,
werturteile,2,6637,,
prognoseurteil,2,6638,,
vorgelegt,2,6639,,
194,2,6640,,
199,2,6641,,
bekanntmachung,2,6642,,
verftödbek,2,6643,,
positive,2,6644,,
einstellungsvoraussetzungen,2,6645,,
bewährungsbeurteilung,2,6646,,
herausstellt,2,6647,,
schließe,2,6648,,
zukommen,2,6649,,
aufrecht,2,6650,,
zuverlässigen,2,6651,,
täglichen,2,6652,,
verhältnissen,2,6653,,
2478,2,6654,,
1390,2,6655,,
1391,2,6656,,
beamtin,2,6657,,
gestützt,2,6658,,
beamtenbewerbern,2,6659,,
genügt,2,6660,,
nichtbeamteten,2,6661,,
einnimmt,2,6662,,
ausführlicher,2,6663,,
diii3c,2,6664,,
1491999,2,6665,,
rep-mitglieds,2,6666,,
13101998,2,6667,,
8697,2,6668,,
parteiämtern,2,6669,,
geringeren,2,6670,,
parteizugehörigkeit,2,6671,,
begeht,2,6672,,
schuldhafte,2,6673,,
ls1,2,6674,,
581982,2,6675,,
113679,2,6676,,
apnr,2,6677,,
gründe,2,6678,,
bgb,2,6679,,
arbeitgebers,2,6680,,
diesemkontext,2,6681,,
nachgewiesenen,2,6682,,
gegenteilige,2,6683,,
114258,2,6684,,
781990,2,6685,,
203489,2,6686,,
42004300,2,6687,,
263,2,6688,,
gerichts,2,6689,,
liegende,2,6690,,
niedersächsischen,2,6691,,
ausüben,2,6692,,
imdienst,2,6693,,
warnungen,2,6694,,
kontinuierlich,2,6695,,
erweitert,2,6696,,
bverwgurtv,2,6697,,
2wd4200,2,6698,,
njw1996,2,6699,,
legitimes,2,6700,,
meinungs-,2,6701,,
demangestellten,2,6702,,
funktionstheorie,2,6703,,
ebd,2,6704,,
906,2,6705,,
27-30,2,6706,,
verbotene,2,6707,,
10474,2,6708,,
arbeitsverhältnisses,2,6709,,
eingetreten,2,6710,,
erwecken,2,6711,,
aufgabengebiet,2,6712,,
verhaltenspflichten,2,6713,,
obliegen,2,6714,,
arbeitsverhältnis,2,6715,,
verpflichtungserklärung,2,6716,,
gehaltenen,2,6717,,
identifizieren,2,6718,,
diffamieren,2,6719,,
weite,2,6720,,
beschäftigte,2,6721,,
unnötig,2,6722,,
diejenige,2,6723,,
außerdienstliche,2,6724,,
zumbeispiel,2,6725,,
obliege,2,6726,,
persönlichen,2,6727,,
ist56,2,6728,,
2891989,2,6729,,
bemessen,2,6730,,
persönlich,2,6731,,
befindlicher,2,6732,,
auszutreten,2,6733,,
fahrlässig,2,6734,,
unvermeidbar,2,6735,,
belehrung,2,6736,,
gerichtsentscheidung,2,6737,,
cii2a,2,6738,,
565,2,6739,,
folgern,2,6740,,
diii1,2,6741,,
dreier,2,6742,,
kommunistische,2,6743,,
forum,2,6744,,
linksjugend,2,6745,,
vsb2017,2,6746,,
sofernnicht,2,6747,,
verdachtsberichterstattung,2,6748,,
beobachtungsvoraussetzungen,2,6749,,
belangt,2,6750,,
derpartei,2,6751,,
vorausgesetzt,2,6752,,
abgibt,2,6753,,
psychisch,2,6754,,
abgrenzen,2,6755,,
beurteilt,2,6756,,
lichkeit,2,6757,,
is,2,6758,,
überwiegende,2,6759,,
meinungsäußerungs-,2,6760,,
durchgreifenden,2,6761,,
parteiin,2,6762,,
münster,2,6763,,
2421995,2,6764,,
488994,2,6765,,
stärkt,2,6766,,
parteipolitische,2,6767,,
diesbezüglichen,2,6768,,
eventuellen,2,6769,,
auftritten,2,6770,,
darzulegen,2,6771,,
entfalte,2,6772,,
einsetze,2,6773,,
genügen,2,6774,,
anlass,2,6775,,
beurteilungselement,2,6776,,
bewerbung,2,6777,,
keines,2,6778,,
875,2,6779,,
mchen,2,6780,,
höchst,2,6781,,
verfassungsmäßigkeit,2,6782,,
221,2,6783,,
231,2,6784,,
außenhandel,2,6785,,
311,2,6786,,
314,2,6787,,
315,2,6788,,
316,2,6789,,
317,2,6790,,
318,2,6791,,
verteidigungs-,2,6792,,
321,2,6793,,
322,2,6794,,
einsatzfähigkeit,2,6795,,
323,2,6796,,
außenhandelspolitik,2,6797,,
eu-finanzen,2,6798,,
fass,2,6799,,
431,2,6800,,
432,2,6801,,
enteignenden,2,6802,,
abwickeln,2,6803,,
administrative,2,6804,,
bgerschutz,2,6805,,
eu-freizigkeit,2,6806,,
zurkfahren,2,6807,,
diesel-fahrverbote,2,6808,,
tierwohl,2,6809,,
europäisierung,2,6810,,
datenschutzgrundverordnung,2,6811,,
epidemien,2,6812,,
krankenhausprivatisierung,2,6813,,
organspendepflicht,2,6814,,
flächendeckende,2,6815,,
arzneimittelversorgung,2,6816,,
berufsbildes,2,6817,,
demografierisiken,2,6818,,
konsumger,2,6819,,
meisterprung,2,6820,,
duales,2,6821,,
sämtlicher,2,6822,,
versuchskaninchen,2,6823,,
digital,2,6824,,
einhalten,2,6825,,
1210,2,6826,,
innovation,2,6827,,
privatisieren,2,6828,,
1341,2,6829,,
fehmarnbelt-querung,2,6830,,
1342,2,6831,,
lkw-flut,2,6832,,
transitverkehr,2,6833,,
1343,2,6834,,
1344,2,6835,,
verbrennungsmotors,2,6836,,
1351,2,6837,,
1352,2,6838,,
jenen,2,6839,,
vkerrechtlicher,2,6840,,
mindestmaß,2,6841,,
gelingende,2,6842,,
wahlprogramms,2,6843,,
ungerechten,2,6844,,
steuerzahlern,2,6845,,
onomisch,2,6846,,
entdemokratisierung,2,6847,,
zentralisierung,2,6848,,
einheitswährung,2,6849,,
entwickelte,2,6850,,
abzeichnende,2,6851,,
erdenken,2,6852,,
haftungen,2,6853,,
eu-wahlen,2,6854,,
signale,2,6855,,
ausgehlt,2,6856,,
illusion,2,6857,,
absehbare,2,6858,,
geschichtliche,2,6859,,
konstrukt,2,6860,,
besetzt,2,6861,,
intransparenten,2,6862,,
kontrollierten,2,6863,,
bokratien,2,6864,,
ignoriert,2,6865,,
einzelstaaten,2,6866,,
dominiert,2,6867,,
reformansätze,2,6868,,
einholen,2,6869,,
unangemessen,2,6870,,
schrumpfen,2,6871,,
mehrheitsprinzip,2,6872,,
intensivierung,2,6873,,
zwischenstaatlichen,2,6874,,
mitgliedsländer,2,6875,,
gängelung,2,6876,,
anstelle,2,6877,,
organisationsstruktur,2,6878,,
supranationaler,2,6879,,
projekte,2,6880,,
dimensionen,2,6881,,
brexit,2,6882,,
souveräne,2,6883,,
gewaltige,2,6884,,
grauzone,2,6885,,
brseler,2,6886,,
erschreckend,2,6887,,
regulierung,2,6888,,
realisierung,2,6889,,
kontakt,2,6890,,
pläne,2,6891,,
brsel,2,6892,,
informiert,2,6893,,
maximale,2,6894,,
ngo,2,6895,,
eingefrte,2,6896,,
stiftung,2,6897,,
zentralistische,2,6898,,
richtschnur,2,6899,,
ideologien,2,6900,,
verantwortungsbewusst,2,6901,,
sicherheitsinteressen,2,6902,,
vkerrechts,2,6903,,
nichteinmischungsgrundsatzes,2,6904,,
nichtstaatliche,2,6905,,
heitspolitik,2,6906,,
gasp,2,6907,,
großbritannien,2,6908,,
augenhe,2,6909,,
gegenseitigem,2,6910,,
russlands,2,6911,,
verhängten,2,6912,,
nord,2,6913,,
stream,2,6914,,
versorgungssicherheit,2,6915,,
ausbauen,2,6916,,
gegenseitige,2,6917,,
wettbewerbs-,2,6918,,
kontrolliert,2,6919,,
beitrittsverhandlungen,2,6920,,
gelt,2,6921,,
zukunftsfähig,2,6922,,
zige,2,6923,,
bdnisverteidigung,2,6924,,
wehrtechnische,2,6925,,
eigeninteressen,2,6926,,
bildungssystems,2,6927,,
empfängerländer,2,6928,,
krisenregionen,2,6929,,
vetternwirtschaft,2,6930,,
missmanagement,2,6931,,
begstigt,2,6932,,
ger,2,6933,,
evaluierung,2,6934,,
engeren,2,6935,,
ausrichtet,2,6936,,
innereuropäische,2,6937,,
ausgleichsmaßnahmen,2,6938,,
vorzugsweise,2,6939,,
erbringen,2,6940,,
schiedsgerichte,2,6941,,
wirksamkeit,2,6942,,
gegenmaßnahmen,2,6943,,
sicherheits-,2,6944,,
abgestimmt,2,6945,,
partnern,2,6946,,
handelswege,2,6947,,
legitimität,2,6948,,
eu-haushalts,2,6949,,
beiträgen,2,6950,,
budgets,2,6951,,
besteuerung,2,6952,,
erträge,2,6953,,
unternehmenssteuern,2,6954,,
budgetplanung,2,6955,,
problemfelder,2,6956,,
steuerhinterziehung,2,6957,,
doppelbesteuerungsabkommen,2,6958,,
verhandeln,2,6959,,
bemessungsgrundlage,2,6960,,
geringere,2,6961,,
wirtschaftsleistung,2,6962,,
eingefrt,2,6963,,
verlagerung,2,6964,,
einsparungen,2,6965,,
tourismus,2,6966,,
brüssel,2,6967,,
kohäsionsfonds,2,6968,,
herausgestellt,2,6969,,
mrd,2,6970,,
weiterentwicklung,2,6971,,
verminderung,2,6972,,
grundvoraussetzung,2,6973,,
wirtschaftswunder,2,6974,,
nachkriegszeit,2,6975,,
kreativität,2,6976,,
investoren,2,6977,,
kleinunternehmer,2,6978,,
fahrverbote,2,6979,,
treibt,2,6980,,
länderergreifenden,2,6981,,
erworbene,2,6982,,
qualifikationen,2,6983,,
bruttoinlandsprodukts,2,6984,,
zentralbanken,2,6985,,
paralleler,2,6986,,
beibehaltung,2,6987,,
unwirtschaftlichen,2,6988,,
kapitalgedeckten,2,6989,,
alterssicherungssysteme,2,6990,,
gefderte,2,6991,,
rentensysteme,2,6992,,
lebensversicherungen,2,6993,,
altersvorsorge,2,6994,,
kapitalmarkts,2,6995,,
negativzinsen,2,6996,,
zerstung,2,6997,,
anleihen,2,6998,,
lebensversicherungssparer,2,6999,,
immobilienmarkt,2,7000,,
kaufkraft,2,7001,,
wovon,2,7002,,
billionen,2,7003,,
unverantwortliche,2,7004,,
aeuv,2,7005,,
wählern,2,7006,,
1990er,2,7007,,
fremdschulden,2,7008,,
efsf,2,7009,,
haftungsernahmen,2,7010,,
fehlenden,2,7011,,
gegangenen,2,7012,,
euro-krise,2,7013,,
lung,2,7014,,
abwertung,2,7015,,
vorzunehmen,2,7016,,
euro-einfrung,2,7017,,
entschei,2,7018,,
ausstieg,2,7019,,
enorme,2,7020,,
kaufen,2,7021,,
maastricht-urteil,2,7022,,
konstatiert,2,7023,,
institutionellen,2,7024,,
stabilitätsgemeinschaft,2,7025,,
eurosystem,2,7026,,
partnerländer,2,7027,,
katastrophalen,2,7028,,
geldes,2,7029,,
unantastbarer,2,7030,,
wertspeicher,2,7031,,
bargeldverbot,2,7032,,
zahlungsvorgänge,2,7033,,
totale,2,7034,,
aufenthaltsorte,2,7035,,
gläserne,2,7036,,
vollerwachung,2,7037,,
hinein,2,7038,,
kontrollmlichkeiten,2,7039,,
bgerliches,2,7040,,
einlagensicherung,2,7041,,
verankerten,2,7042,,
sparkassen,2,7043,,
genossenschaftsbanken,2,7044,,
bankenwirtschaft,2,7045,,
marode,2,7046,,
haftungs-,2,7047,,
profilen,2,7048,,
finanzdienstleistungen,2,7049,,
wirtschaftsbereich,2,7050,,
reibungsloses,2,7051,,
lebenswichtig,2,7052,,
abzuschmelzen,2,7053,,
unterlegen,2,7054,,
aufsichtsbehde,2,7055,,
interessenkonflikt,2,7056,,
mithaftung,2,7057,,
handlungsfähig,2,7058,,
temporäre,2,7059,,
deckungsoption,2,7060,,
bevkerungszahl,2,7061,,
afrikas,2,7062,,
schrumpft,2,7063,,
gegenwärtig,2,7064,,
ausmaßes,2,7065,,
erdies,2,7066,,
kopf,2,7067,,
lt,2,7068,,
reines,2,7069,,
alleingänge,2,7070,,
flüchtlingskrise,2,7071,,
gesteuert,2,7072,,
kulturnationen,2,7073,,
globaler,2,7074,,
austreten,2,7075,,
asylsystem,2,7076,,
asylgewährung,2,7077,,
resettlement,2,7078,,
stößt,2,7079,,
heimatnahen,2,7080,,
echten,2,7081,,
flhtlingskonvention,2,7082,,
bevkerungsexplosion,2,7083,,
greren,2,7084,,
griechenland,2,7085,,
asylverfahren,2,7086,,
nachträglichen,2,7087,,
legalisierung,2,7088,,
daueraufenthalt,2,7089,,
herkunftsstaat,2,7090,,
grenzschutzagentur,2,7091,,
see,2,7092,,
aufgegriffene,2,7093,,
verkehrt,2,7094,,
ungarn,2,7095,,
schengen-raum,2,7096,,
grenzsicherung,2,7097,,
fluchtursache,2,7098,,
drittländern,2,7099,,
erlaubnis,2,7100,,
asylgrundrecht,2,7101,,
freizigkeitsrichtlinie,2,7102,,
eu-bger,2,7103,,
personenfreizigkeit,2,7104,,
ärmeren,2,7105,,
reicheren,2,7106,,
sozialhilfebezugs,2,7107,,
ausgeprägten,2,7108,,
durchgreifend,2,7109,,
eu-personenfreizigkeit,2,7110,,
aufnehmenden,2,7111,,
eu-zuwanderung,2,7112,,
steuerfinanzierte,2,7113,,
tkische,2,7114,,
zählt,2,7115,,
umweltpolitik,2,7116,,
effektiven,2,7117,,
überbordende,2,7118,,
schlecht,2,7119,,
luft,2,7120,,
grenzwert,2,7121,,
950,2,7122,,
gm,2,7123,,
arbeitsplätzen,2,7124,,
messungen,2,7125,,
wissenschaftlicher,2,7126,,
kulturlandschaften,2,7127,,
km,2,7128,,
co2-bilanz,2,7129,,
brandgefahr,2,7130,,
individualverkehrs,2,7131,,
wald,2,7132,,
ausufernden,2,7133,,
waldes,2,7134,,
waidgerechten,2,7135,,
kombination,2,7136,,
regional,2,7137,,
ansprhen,2,7138,,
wildtieren,2,7139,,
wfe,2,7140,,
tierart,2,7141,,
kulturlandschaft,2,7142,,
regionaler,2,7143,,
hochwertigen,2,7144,,
familienbetriebe,2,7145,,
kostet,2,7146,,
vorübergehend,2,7147,,
landwirtschaftlich,2,7148,,
wirksamer,2,7149,,
pflanzenschutz,2,7150,,
mitgliedsländern,2,7151,,
sorten,2,7152,,
klausel,2,7153,,
saatgutverkehrsgesetz,2,7154,,
global,2,7155,,
agierenden,2,7156,,
verbotspolitik,2,7157,,
eu-politik,2,7158,,
lokalen,2,7159,,
lebensmittelsicherheit,2,7160,,
abschwächung,2,7161,,
schutzniveaus,2,7162,,
nahrungsmittel,2,7163,,
restlos,2,7164,,
aufgeklärt,2,7165,,
vorsorgeprinzip,2,7166,,
zulassungsverfahren,2,7167,,
ausgehebelt,2,7168,,
flende,2,7169,,
mitgeschfe,2,7170,,
entsprechender,2,7171,,
export,2,7172,,
eu-außengrenzen,2,7173,,
multiresistenter,2,7174,,
betäubung,2,7175,,
tod,2,7176,,
häfen,2,7177,,
ausgangsorte,2,7178,,
schengen-abkommen,2,7179,,
eingereiste,2,7180,,
überproportional,2,7181,,
wozu,2,7182,,
eu-verträgen,2,7183,,
rückbau,2,7184,,
verunsicherung,2,7185,,
novellierung,2,7186,,
vorwand,2,7187,,
deckmantel,2,7188,,
terroristische,2,7189,,
koran,2,7190,,
grundprinzipien,2,7191,,
alleingtige,2,7192,,
großstädten,2,7193,,
friedensrichter,2,7194,,
radikalisierung,2,7195,,
gestattet,2,7196,,
burka,2,7197,,
untersagen,2,7198,,
elementar,2,7199,,
menschenwdiges,2,7200,,
staatsangehöriger,2,7201,,
überforderung,2,7202,,
arbeitsmärkte,2,7203,,
qualifizierte,2,7204,,
lohndumping,2,7205,,
befördert,2,7206,,
werkverträgen,2,7207,,
hhst,2,7208,,
gleiches,2,7209,,
senkung,2,7210,,
einkfte,2,7211,,
erzielen,2,7212,,
lebensunterhalt,2,7213,,
erlangen,2,7214,,
schädigenden,2,7215,,
umgehung,2,7216,,
subsidarität,2,7217,,
infolgedessen,2,7218,,
lissabon-vertrag,2,7219,,
hintertür,2,7220,,
richterrecht,2,7221,,
bereitet,2,7222,,
einheitlichen,2,7223,,
medizinischen,2,7224,,
rechtzeitige,2,7225,,
infektionen,2,7226,,
einheitliches,2,7227,,
pflichtigen,2,7228,,
veröffentlichungen,2,7229,,
krankenhauslandschaft,2,7230,,
stationären,2,7231,,
gemeinnützigen,2,7232,,
zurkgegangen,2,7233,,
gemeinnzigen,2,7234,,
gesetzgeber,2,7235,,
krankenhauswesen,2,7236,,
unterversorgung,2,7237,,
skandale,2,7238,,
kompensieren,2,7239,,
modelle,2,7240,,
lebzeiten,2,7241,,
widerspruchsregelung,2,7242,,
ethische,2,7243,,
arzt,2,7244,,
momentan,2,7245,,
berufsbild,2,7246,,
heilpraktiker,2,7247,,
europäischem,2,7248,,
behandeln,2,7249,,
weiterzuentwickeln,2,7250,,
zusammenlebens,2,7251,,
originären,2,7252,,
gesellschafts-,2,7253,,
subsidiaritätsprinzips,2,7254,,
verknüpfung,2,7255,,
lebens-,2,7256,,
erodieren,2,7257,,
vielfältige,2,7258,,
innovations-,2,7259,,
nötige,2,7260,,
armut,2,7261,,
erwerbstätigkeit,2,7262,,
forschungsprojekte,2,7263,,
gezielten,2,7264,,
ungeborenen,2,7265,,
schwangeren,2,7266,,
entgegentreten,2,7267,,
häufiger,2,7268,,
leihmutterschaften,2,7269,,
gleichgeschlechtliche,2,7270,,
gezahlt,2,7271,,
konzernen,2,7272,,
geschwätziger,2,7273,,
kompetenzorientierung,2,7274,,
vermittlung,2,7275,,
fachwissens,2,7276,,
lehrsprache,2,7277,,
studiengängen,2,7278,,
bologna-prozess,2,7279,,
unterwerfen,2,7280,,
abschlse,2,7281,,
höhere,2,7282,,
aufnahmeprungen,2,7283,,
nivellierung,2,7284,,
diplom-,2,7285,,
magisterstudiengänge,2,7286,,
